Tempos,Pacotes
1741.1378304958344,148837
1702.7039048671722,148837
1710.2501316070557,148837
1689.44446516037,148837
1692.354603290558,148837
1699.2445845603943,148837
1699.8698408603668,148837
1699.8117966651917,148837
1736.741622209549,148837
1704.672026872635,148837
1698.8842554092407,148837
